Date,^FCHI,^FTSE,^GSPC
2022-01-03 00:00:00+00:00,7217.22021484375,,4796.56005859375
2022-01-04 00:00:00+00:00,7317.41015625,7505.2001953125,4793.5400390625
2022-01-05 00:00:00+00:00,7376.3701171875,7516.89990234375,4700.580078125
2022-01-06 00:00:00+00:00,7249.66015625,7450.39990234375,4696.0498046875
2022-01-07 00:00:00+00:00,7219.47998046875,7485.2998046875,4677.02978515625
2022-01-10 00:00:00+00:00,7115.77001953125,7445.2998046875,4670.2900390625
2022-01-11 00:00:00+00:00,7183.3798828125,7491.39990234375,4713.06982421875
2022-01-12 00:00:00+00:00,7237.18994140625,7551.7001953125,4726.35009765625
2022-01-13 00:00:00+00:00,7201.14013671875,7563.89990234375,4659.02978515625
2022-01-14 00:00:00+00:00,7143.0,7543.0,4662.85009765625
2022-01-18 00:00:00+00:00,7133.830078125,7563.60009765625,4577.10986328125
2022-01-19 00:00:00+00:00,7172.97998046875,7589.7001953125,4532.759765625
2022-01-20 00:00:00+00:00,7194.16015625,7585.0,4482.72998046875
2022-01-21 00:00:00+00:00,7068.58984375,7494.10009765625,4397.93994140625
2022-01-24 00:00:00+00:00,6787.7900390625,7297.2001953125,4410.1298828125
2022-01-25 00:00:00+00:00,6837.9599609375,7371.5,4356.4501953125
2022-01-26 00:00:00+00:00,6981.9599609375,7469.7998046875,4349.93017578125
2022-01-27 00:00:00+00:00,7023.7998046875,7554.2998046875,4326.509765625
2022-01-28 00:00:00+00:00,6965.8798828125,7466.10009765625,4431.85009765625
2022-01-31 00:00:00+00:00,6999.2001953125,7464.39990234375,4515.5498046875
2022-02-01 00:00:00+00:00,7099.490234375,7535.7998046875,4546.5400390625
2022-02-02 00:00:00+00:00,7115.27001953125,7583.0,4589.3798828125
2022-02-03 00:00:00+00:00,7005.6298828125,7528.7998046875,4477.43994140625
2022-02-04 00:00:00+00:00,6951.3798828125,7516.39990234375,4500.52978515625
2022-02-07 00:00:00+00:00,7009.25,7573.5,4483.8701171875
2022-02-08 00:00:00+00:00,7028.41015625,7567.10009765625,4521.5400390625
2022-02-09 00:00:00+00:00,7130.8798828125,7643.39990234375,4587.18017578125
2022-02-10 00:00:00+00:00,7101.5498046875,7672.39990234375,4504.080078125
2022-02-11 00:00:00+00:00,7011.60009765625,7661.0,4418.64013671875
2022-02-14 00:00:00+00:00,6852.2001953125,7531.60009765625,4401.669921875
2022-02-15 00:00:00+00:00,6979.97021484375,7608.89990234375,4471.06982421875
2022-02-16 00:00:00+00:00,6964.97998046875,7603.7998046875,4475.009765625
2022-02-17 00:00:00+00:00,6946.81982421875,7537.39990234375,4380.259765625
2022-02-18 00:00:00+00:00,6929.6298828125,7513.60009765625,4348.8701171875
2022-02-22 00:00:00+00:00,6787.60009765625,7494.2001953125,4304.759765625
2022-02-23 00:00:00+00:00,6780.669921875,7498.2001953125,4225.5
2022-02-24 00:00:00+00:00,6521.0498046875,7207.0,4288.7001953125
2022-02-25 00:00:00+00:00,6752.43017578125,7489.5,4384.64990234375
2022-02-28 00:00:00+00:00,6658.830078125,7458.2998046875,4373.93994140625
2022-03-01 00:00:00+00:00,6396.490234375,7330.2001953125,4306.259765625
2022-03-02 00:00:00+00:00,6498.02001953125,7429.60009765625,4386.5400390625
2022-03-03 00:00:00+00:00,6378.3701171875,7238.89990234375,4363.490234375
2022-03-04 00:00:00+00:00,6061.66015625,6987.10009765625,4328.8701171875
2022-03-07 00:00:00+00:00,5982.27001953125,6959.5,4201.08984375
2022-03-08 00:00:00+00:00,5962.9599609375,6964.10009765625,4170.7001953125
2022-03-09 00:00:00+00:00,6387.830078125,7190.7001953125,4277.8798828125
2022-03-10 00:00:00+00:00,6207.2001953125,7099.10009765625,4259.52001953125
2022-03-11 00:00:00+00:00,6260.25,7155.60009765625,4204.31005859375
2022-03-14 00:00:00+00:00,6369.93994140625,7193.5,4173.10986328125
2022-03-15 00:00:00+00:00,6355.0,7175.7001953125,4262.4501953125
2022-03-16 00:00:00+00:00,6588.64013671875,7291.7001953125,4357.85986328125
2022-03-17 00:00:00+00:00,6612.52001953125,7385.2998046875,4411.669921875
2022-03-18 00:00:00+00:00,6620.240234375,7404.7001953125,4463.1201171875
2022-03-21 00:00:00+00:00,6582.330078125,7442.39990234375,4461.18017578125
2022-03-22 00:00:00+00:00,6659.41015625,7476.7001953125,4511.60986328125
2022-03-23 00:00:00+00:00,6581.43017578125,7460.60009765625,4456.240234375
2022-03-24 00:00:00+00:00,6555.77001953125,7467.39990234375,4520.16015625
2022-03-25 00:00:00+00:00,6553.68017578125,7483.39990234375,4543.06005859375
2022-03-28 00:00:00+00:00,6589.10986328125,7473.10009765625,4575.52001953125
2022-03-29 00:00:00+00:00,6792.16015625,7537.2998046875,4631.60009765625
2022-03-30 00:00:00+00:00,6741.58984375,7578.7998046875,4602.4501953125
2022-03-31 00:00:00+00:00,6659.8701171875,7515.7001953125,4530.41015625
